,house_type,house_size,location,price,numBalconies,numBathrooms,SecurityDeposit,Status,category,numBedrooms,ratio_per_room,PricePerSqft
2155,2 BHK Apartment ,1000,Powai,75000,,2.0,No Deposit,Semi-Furnished,apartment,2,37500.0,75.0
2156,2 BHK Apartment ,1250,Powai,75000,,2.0,No Deposit,Semi-Furnished,apartment,2,37500.0,60.0
2157,3 BHK Apartment ,1645,Powai,110000,,2.0,No Deposit,Furnished,apartment,3,36666.666666666664,66.8693009118541
2158,3 BHK Apartment ,1214,Panvel,18000,,2.0,No Deposit,Unfurnished,apartment,3,6000.0,14.827018121911038
2159,3 BHK Apartment ,1700,Panvel,35000,,4.0,No Deposit,Semi-Furnished,apartment,3,11666.666666666666,20.58823529411765
2160,1 BHK Apartment ,580,Panvel,10000,,2.0,No Deposit,Unfurnished,apartment,1,10000.0,17.24137931034483
2161,1 BHK Apartment ,645,Palghar,5500,,1.0,No Deposit,Semi-Furnished,apartment,1,5500.0,8.527131782945736
2162,1 BHK Apartment ,550,Andheri East,50000,,2.0,No Deposit,Furnished,apartment,1,50000.0,90.9090909090909
2163,1 BHK Apartment ,700,Ulwe,11000,,1.0,No Deposit,Unfurnished,apartment,1,11000.0,15.714285714285714
2164,2 BHK Apartment ,1210,Colaba,115000,,2.0,No Deposit,Furnished,apartment,2,57500.0,95.04132231404958
2165,3 BHK Apartment ,1450,Cuffe Parade,220000,,2.0,No Deposit,Furnished,apartment,3,73333.33333333333,151.72413793103448
2166,3 BHK Apartment ,2005,Cuffe Parade,390000,,3.0,No Deposit,Furnished,apartment,3,130000.0,194.5137157107232
2167,2 BHK Apartment ,1000,Cuffe Parade,145000,,2.0,No Deposit,Furnished,apartment,2,72500.0,145.0
2168,4 BHK Apartment ,3000,Churchgate,500000,,4.0,No Deposit,Furnished,apartment,4,125000.0,166.66666666666666
2169,2 BHK Apartment ,1395,Cuffe Parade,175000,,2.0,No Deposit,Unfurnished,apartment,2,87500.0,125.44802867383513
2170,1 BHK Apartment ,625,Colaba,120000,,2.0,No Deposit,Furnished,apartment,1,120000.0,192.0
2171,2 BHK Apartment ,1111,Colaba,145000,,2.0,No Deposit,Furnished,apartment,2,72500.0,130.51305130513052
2172,2 BHK Apartment ,1365,Colaba,175000,,2.0,No Deposit,Furnished,apartment,2,87500.0,128.2051282051282
2173,2 BHK Apartment ,1210,Colaba,115000,,2.0,No Deposit,Furnished,apartment,2,57500.0,95.04132231404958
2174,3 BHK Apartment ,1635,Cuffe Parade,250000,,2.0,No Deposit,Semi-Furnished,apartment,3,83333.33333333333,152.9051987767584
2175,2 BHK Apartment ,1210,Colaba,115000,,2.0,No Deposit,Furnished,apartment,2,57500.0,95.04132231404958
2176,1 BHK Apartment ,540,Thane West,15000,,1.0,No Deposit,Semi-Furnished,apartment,1,15000.0,27.77777777777778
2177,3 BHK Apartment ,1250,Kandivali East,55000,,2.0,No Deposit,Furnished,apartment,3,18333.333333333332,44.0
2178,2 BHK Apartment ,1050,Kanjurmarg,50000,,2.0,No Deposit,Semi-Furnished,apartment,2,25000.0,47.61904761904762
2179,2 BHK Apartment ,850,Andheri West,75000,,2.0,No Deposit,Semi-Furnished,apartment,2,37500.0,88.23529411764706
2180,2 BHK Apartment ,1250,Chembur,68000,,2.0,No Deposit,Unfurnished,apartment,2,34000.0,54.4
2181,2 BHK Apartment ,950,Ville Parle East,80000,,2.0,No Deposit,Semi-Furnished,apartment,2,40000.0,84.21052631578948
2182,3 BHK Apartment ,1200,Kandivali West,72000,,3.0,No Deposit,Semi-Furnished,apartment,3,24000.0,60.0
2183,2 BHK Apartment ,900,Ville Parle East,68000,,2.0,No Deposit,Semi-Furnished,apartment,2,34000.0,75.55555555555556
2184,2 BHK Apartment ,890,Thane West,30000,,2.0,No Deposit,Semi-Furnished,apartment,2,15000.0,33.70786516853933
2185,3 BHK Apartment ,1700,Chembur,88000,,3.0,No Deposit,Semi-Furnished,apartment,3,29333.333333333332,51.76470588235294
2186,1 BHK Apartment ,550,Mira Road East,13500,,2.0,No Deposit,Semi-Furnished,apartment,1,13500.0,24.545454545454547
2187,1 BHK Apartment ,730,Mira Road East,17500,,2.0,No Deposit,Semi-Furnished,apartment,1,17500.0,23.972602739726028
2188,3 BHK Apartment ,1800,Santacruz West,180000,,3.0,No Deposit,Furnished,apartment,3,60000.0,100.0
2189,1 BHK Apartment ,525,Kandivali East,25000,,1.0,No Deposit,Semi-Furnished,apartment,1,25000.0,47.61904761904762
2190,2 BHK Apartment ,660,Kandivali East,34000,,1.0,No Deposit,Semi-Furnished,apartment,2,17000.0,51.515151515151516
2191,1 BHK Apartment ,525,Kandivali East,27000,,1.0,No Deposit,Semi-Furnished,apartment,1,27000.0,51.42857142857143
2192,3 BHK Apartment ,1750,Kandivali East,85000,,3.0,No Deposit,Semi-Furnished,apartment,3,28333.333333333332,48.57142857142857
2193,3 BHK Apartment ,805,Andheri West,100000,,2.0,No Deposit,Unfurnished,apartment,3,33333.333333333336,124.22360248447205
2194,2 BHK Apartment ,580,Andheri West,75000,,2.0,No Deposit,Unfurnished,apartment,2,37500.0,129.31034482758622
2195,2 BHK Apartment ,950,Colaba,130000,,2.0,No Deposit,Semi-Furnished,apartment,2,65000.0,136.8421052631579
2196,3 BHK Apartment ,1350,Colaba,160000,,2.0,No Deposit,Furnished,apartment,3,53333.333333333336,118.51851851851852
2197,1 BHK Apartment ,540,Thane West,15000,,1.0,No Deposit,Semi-Furnished,apartment,1,15000.0,27.77777777777778
2198,3 BHK Apartment ,3360,Chembur,180000,,3.0,No Deposit,Semi-Furnished,apartment,3,60000.0,53.57142857142857
2199,3 BHK Apartment ,1325,Chembur,90000,,4.0,No Deposit,Semi-Furnished,apartment,3,30000.0,67.9245283018868
2200,4 BHK Apartment ,2300,Bandra West,400000,,4.0,No Deposit,Furnished,apartment,4,100000.0,173.91304347826087
2201,2 BHK Apartment ,1000,Kharghar,28000,,2.0,No Deposit,Semi-Furnished,apartment,2,14000.0,28.0
2202,2 BHK Apartment ,1100,Goregaon East,93000,,2.0,No Deposit,Furnished,apartment,2,46500.0,84.54545454545455
2203,2 BHK Apartment ,900,Andheri West,65000,,2.0,No Deposit,Furnished,apartment,2,32500.0,72.22222222222223
2204,3 BHK Apartment ,1750,Kandivali East,85000,,3.0,No Deposit,Semi-Furnished,apartment,3,28333.333333333332,48.57142857142857
2205,3 BHK Apartment ,805,Andheri West,100000,,2.0,No Deposit,Unfurnished,apartment,3,33333.333333333336,124.22360248447205
2206,2 BHK Apartment ,580,Andheri West,75000,,2.0,No Deposit,Unfurnished,apartment,2,37500.0,129.31034482758622
2207,1 RK Studio Apartment ,650,Mulund West,11000,,1.0,No Deposit,Unfurnished,studio,1,11000.0,16.923076923076923
2208,1 BHK Apartment ,700,Ulwe,11000,,1.0,No Deposit,Unfurnished,apartment,1,11000.0,15.714285714285714
2209,2 BHK Apartment ,1100,Ulwe,20000,,2.0,No Deposit,Furnished,apartment,2,10000.0,18.181818181818183
2210,1 BHK Apartment ,700,Ulwe,13000,,1.0,No Deposit,Unfurnished,apartment,1,13000.0,18.571428571428573
2211,1 BHK Apartment ,700,Ulwe,13500,,2.0,No Deposit,Semi-Furnished,apartment,1,13500.0,19.285714285714285
2212,1 BHK Apartment ,700,Ulwe,9000,,1.0,No Deposit,Unfurnished,apartment,1,9000.0,12.857142857142858
2213,3 BHK Apartment ,1700,Ghansoli,70000,,3.0,No Deposit,Unfurnished,apartment,3,23333.333333333332,41.1764705882353
2214,3 BHK Apartment ,1400,Ghansoli,70000,,2.0,No Deposit,Furnished,apartment,3,23333.333333333332,50.0
2215,3 BHK Apartment ,1300,Ghansoli,65000,,3.0,No Deposit,Furnished,apartment,3,21666.666666666668,50.0
2216,2 BHK Apartment ,900,Ghansoli,55000,,2.0,No Deposit,Semi-Furnished,apartment,2,27500.0,61.111111111111114
2217,2 BHK Apartment ,900,Ghansoli,45000,,2.0,No Deposit,Unfurnished,apartment,2,22500.0,50.0
2218,3 BHK Apartment ,1400,Andheri West,170000,,3.0,No Deposit,Furnished,apartment,3,56666.666666666664,121.42857142857143
2219,2 BHK Apartment ,900,Andheri West,60000,,2.0,No Deposit,Furnished,apartment,2,30000.0,66.66666666666667
2220,2 BHK Apartment ,770,Thane West,40000,,2.0,No Deposit,Unfurnished,apartment,2,20000.0,51.94805194805195
2221,3 BHK Apartment ,1190,Mulund West,70000,,3.0,No Deposit,Furnished,apartment,3,23333.333333333332,58.8235294117647
2222,2 BHK Apartment ,890,Virar East,13000,,2.0,No Deposit,Semi-Furnished,apartment,2,6500.0,14.606741573033707
2223,2 BHK Apartment ,1200,Mulund West,44000,,2.0,No Deposit,Unfurnished,apartment,2,22000.0,36.666666666666664
2224,2 BHK Apartment ,820,Vasai,12000,,1.0,No Deposit,Unfurnished,apartment,2,6000.0,14.634146341463415
2225,1 BHK Apartment ,550,Kharghar,16000,,2.0,No Deposit,Unfurnished,apartment,1,16000.0,29.09090909090909
2226,1 BHK Apartment ,710,Kharghar,18000,,2.0,No Deposit,Unfurnished,apartment,1,18000.0,25.35211267605634
2227,1 BHK Apartment ,680,Kharghar,22000,,1.0,No Deposit,Unfurnished,apartment,1,22000.0,32.35294117647059
2228,1 BHK Apartment ,710,Kharghar,18000,,2.0,No Deposit,Unfurnished,apartment,1,18000.0,25.35211267605634
2229,1 BHK Apartment ,650,Kharghar,15000,,1.0,No Deposit,Semi-Furnished,apartment,1,15000.0,23.076923076923077
2230,2 BHK Apartment ,980,Kharghar,23000,,2.0,No Deposit,Unfurnished,apartment,2,11500.0,23.46938775510204
2231,1 BHK Apartment ,700,Kharghar,21000,,2.0,No Deposit,Semi-Furnished,apartment,1,21000.0,30.0
2232,1 BHK Apartment ,700,Kharghar,19000,,1.0,No Deposit,Unfurnished,apartment,1,19000.0,27.142857142857142
2233,2 BHK Apartment ,1150,Kharghar,33000,,2.0,No Deposit,Semi-Furnished,apartment,2,16500.0,28.695652173913043
2234,2 BHK Apartment ,1050,Kharghar,26000,,2.0,No Deposit,Semi-Furnished,apartment,2,13000.0,24.761904761904763
2235,2 BHK Apartment ,1150,Kharghar,25000,,2.0,No Deposit,Semi-Furnished,apartment,2,12500.0,21.73913043478261
2236,1 BHK Apartment ,690,Kharghar,17000,,2.0,No Deposit,Unfurnished,apartment,1,17000.0,24.63768115942029
2237,1 BHK Apartment ,540,Thane West,15000,,1.0,No Deposit,Semi-Furnished,apartment,1,15000.0,27.77777777777778
2238,2 BHK Apartment ,950,Colaba,130000,,2.0,No Deposit,Semi-Furnished,apartment,2,65000.0,136.8421052631579
2239,3 BHK Apartment ,1350,Colaba,160000,,2.0,No Deposit,Furnished,apartment,3,53333.333333333336,118.51851851851852
2240,3 BHK Apartment ,1350,Bhandup West,50000,,4.0,No Deposit,Unfurnished,apartment,3,16666.666666666668,37.03703703703704
2241,2 BHK Apartment ,1050,Bhandup West,42000,,2.0,No Deposit,Unfurnished,apartment,2,21000.0,40.0
2242,2 BHK Apartment ,1050,Bhandup West,40000,,2.0,No Deposit,Semi-Furnished,apartment,2,20000.0,38.095238095238095
2243,2 BHK Apartment ,1100,Kanjurmarg,65000,,2.0,No Deposit,Furnished,apartment,2,32500.0,59.09090909090909
2244,1 BHK Apartment ,650,Mira Road East,16500,,2.0,No Deposit,Semi-Furnished,apartment,1,16500.0,25.384615384615383
2245,1 BHK Apartment ,530,Bandra West,60000,,1.0,No Deposit,Furnished,apartment,1,60000.0,113.20754716981132
2246,3 BHK Apartment ,900,Khar West,150000,,3.0,No Deposit,Semi-Furnished,apartment,3,50000.0,166.66666666666666
2247,2 BHK Apartment ,700,Khar West,125000,,2.0,No Deposit,Semi-Furnished,apartment,2,62500.0,178.57142857142858
2248,2 BHK Apartment ,1000,Santacruz West,140000,,2.0,No Deposit,Semi-Furnished,apartment,2,70000.0,140.0
2249,2 BHK Apartment ,1000,Santacruz West,135000,,2.0,No Deposit,Semi-Furnished,apartment,2,67500.0,135.0
2250,2 BHK Apartment ,1000,Santacruz West,135000,,2.0,No Deposit,Furnished,apartment,2,67500.0,135.0
2251,4 BHK Apartment ,1700,Bandra West,450000,,4.0,No Deposit,Semi-Furnished,apartment,4,112500.0,264.70588235294116
2252,3 BHK Apartment ,1200,Khar,120000,,3.0,No Deposit,Semi-Furnished,apartment,3,40000.0,100.0
2253,2 BHK Apartment ,750,Santacruz West,80000,,2.0,No Deposit,Unfurnished,apartment,2,40000.0,106.66666666666667
2254,1 BHK Apartment ,950,Bandra West,60000,,1.0,No Deposit,Semi-Furnished,apartment,1,60000.0,63.1578947368421
2255,1 BHK Apartment ,560,Bandra West,60000,,1.0,No Deposit,Unfurnished,apartment,1,60000.0,107.14285714285714
2256,1 BHK Apartment ,780,Bandra West,65000,,1.0,No Deposit,Furnished,apartment,1,65000.0,83.33333333333333
2257,2 BHK Apartment ,1210,Colaba,115000,,2.0,No Deposit,Furnished,apartment,2,57500.0,95.04132231404958
2258,3 BHK Apartment ,1450,Cuffe Parade,220000,,2.0,No Deposit,Furnished,apartment,3,73333.33333333333,151.72413793103448
2259,3 BHK Apartment ,2005,Cuffe Parade,390000,,3.0,No Deposit,Furnished,apartment,3,130000.0,194.5137157107232
2260,2 BHK Apartment ,1000,Cuffe Parade,145000,,2.0,No Deposit,Furnished,apartment,2,72500.0,145.0
2261,4 BHK Apartment ,3000,Churchgate,500000,,4.0,No Deposit,Furnished,apartment,4,125000.0,166.66666666666666
2262,2 BHK Apartment ,1395,Cuffe Parade,175000,,2.0,No Deposit,Unfurnished,apartment,2,87500.0,125.44802867383513
2263,1 BHK Apartment ,625,Colaba,120000,,2.0,No Deposit,Furnished,apartment,1,120000.0,192.0
2264,2 BHK Apartment ,950,Andheri West,63000,,2.0,No Deposit,Semi-Furnished,apartment,2,31500.0,66.3157894736842
2265,2 BHK Apartment ,800,Santacruz East,54000,,1.0,No Deposit,Furnished,apartment,2,27000.0,67.5
2266,3 BHK Apartment ,1040,Mulund West,80000,,3.0,No Deposit,Semi-Furnished,apartment,3,26666.666666666668,76.92307692307692
2267,1 BHK Apartment ,470,Mulund East,28000,,1.0,No Deposit,Semi-Furnished,apartment,1,28000.0,59.57446808510638
2268,3 BHK Apartment ,1200,Santacruz East,99500,,2.0,No Deposit,Semi-Furnished,apartment,3,33166.666666666664,82.91666666666667
2269,3 BHK Apartment ,1200,Santacruz East,107000,,3.0,No Deposit,Furnished,apartment,3,35666.666666666664,89.16666666666667
2270,3 BHK Apartment ,1600,Powai,110000,,2.0,No Deposit,Semi-Furnished,apartment,3,36666.666666666664,68.75
2271,2 BHK Apartment ,1050,Powai,75000,,2.0,No Deposit,Semi-Furnished,apartment,2,37500.0,71.42857142857143
2272,2 BHK Apartment ,1000,Santacruz East,63000,,2.0,No Deposit,Furnished,apartment,2,31500.0,63.0
2273,3 BHK Apartment ,1350,Powai,75000,,2.0,No Deposit,Unfurnished,apartment,3,25000.0,55.55555555555556
2274,2 BHK Apartment ,1050,Powai,65000,,2.0,No Deposit,Unfurnished,apartment,2,32500.0,61.904761904761905
2275,4 BHK Apartment ,5000,Powai,300000,,4.0,No Deposit,Furnished,apartment,4,75000.0,60.0
2276,2 BHK Apartment ,1000,Powai,75000,,2.0,No Deposit,Semi-Furnished,apartment,2,37500.0,75.0
2277,2 BHK Apartment ,1250,Powai,75000,,2.0,No Deposit,Semi-Furnished,apartment,2,37500.0,60.0
2278,3 BHK Apartment ,1645,Powai,110000,,2.0,No Deposit,Furnished,apartment,3,36666.666666666664,66.8693009118541
2279,3 BHK Apartment ,1214,Panvel,20000,,2.0,No Deposit,Unfurnished,apartment,3,6666.666666666667,16.474464579901152
2280,3 BHK Apartment ,1641,Panvel,25000,,3.0,No Deposit,Unfurnished,apartment,3,8333.333333333334,15.234613040828762
2281,2 BHK Apartment ,860,Panvel,13000,,2.0,No Deposit,Unfurnished,apartment,2,6500.0,15.116279069767442
2282,2 BHK Apartment ,1050,Powai,70000,,2.0,No Deposit,Semi-Furnished,apartment,2,35000.0,66.66666666666667
2283,2 BHK Apartment ,600,Ghatkopar West,35000,,1.0,No Deposit,Semi-Furnished,apartment,2,17500.0,58.333333333333336
2284,3 BHK Apartment ,1214,Panvel,18000,,2.0,No Deposit,Unfurnished,apartment,3,6000.0,14.827018121911038
2285,3 BHK Apartment ,1700,Panvel,35000,,4.0,No Deposit,Semi-Furnished,apartment,3,11666.666666666666,20.58823529411765
2286,1 BHK Apartment ,580,Panvel,10000,,2.0,No Deposit,Unfurnished,apartment,1,10000.0,17.24137931034483
2287,2 BHK Apartment ,1200,Ulwe,22000,,2.0,No Deposit,Unfurnished,apartment,2,11000.0,18.333333333333332
2288,3 BHK Apartment ,1080,Malad East,85000,,3.0,No Deposit,Unfurnished,apartment,3,28333.333333333332,78.70370370370371
2289,2 BHK Apartment ,1100,Seawoods,65000,,2.0,No Deposit,Furnished,apartment,2,32500.0,59.09090909090909
2290,2 BHK Apartment ,950,Goregaon West,60000,,2.0,No Deposit,Unfurnished,apartment,2,30000.0,63.1578947368421
2291,3 BHK Apartment ,1100,Santacruz East,110000,,3.0,No Deposit,Semi-Furnished,apartment,3,36666.666666666664,100.0
2292,2 BHK Apartment ,1250,Ulwe,26000,,2.0,No Deposit,Unfurnished,apartment,2,13000.0,20.8
2293,2 BHK Apartment ,1700,Panvel,23500,,2.0,No Deposit,Semi-Furnished,apartment,2,11750.0,13.823529411764707
2294,2 BHK Apartment ,1250,Ulwe,32000,,2.0,No Deposit,Semi-Furnished,apartment,2,16000.0,25.6
2295,2 BHK Apartment ,1200,Ulwe,26000,,2.0,No Deposit,Unfurnished,apartment,2,13000.0,21.666666666666668
2296,3 BHK Apartment ,1600,Lower Parel,215000,,3.0,No Deposit,Semi-Furnished,apartment,3,71666.66666666667,134.375
2297,3 BHK Apartment ,1800,Ulwe,40000,,2.0,No Deposit,Unfurnished,apartment,3,13333.333333333334,22.22222222222222
2298,5 BHK Apartment ,2600,Santacruz East,350000,,4.0,No Deposit,Furnished,apartment,5,70000.0,134.6153846153846
2299,1 BHK Apartment ,450,Goregaon West,26000,,2.0,No Deposit,Semi-Furnished,apartment,1,26000.0,57.77777777777778
2300,1 BHK Apartment ,550,Ghatkopar East,30000,,1.0,No Deposit,Unfurnished,apartment,1,30000.0,54.54545454545455
2301,1 BHK Apartment ,600,Amrut Nagar,28000,,1.0,No Deposit,Semi-Furnished,apartment,1,28000.0,46.666666666666664
2302,1 BHK Apartment ,444,Goregaon West,26500,,1.0,No Deposit,Semi-Furnished,apartment,1,26500.0,59.68468468468468
2303,2 BHK Apartment ,750,Mulund East,35000,,1.0,No Deposit,Semi-Furnished,apartment,2,17500.0,46.666666666666664
2304,2 BHK Apartment ,890,Virar East,13000,,2.0,No Deposit,Semi-Furnished,apartment,2,6500.0,14.606741573033707
2305,1 BHK Apartment ,700,Shil Phata,13000,,1.0,No Deposit,Unfurnished,apartment,1,13000.0,18.571428571428573
2306,1 BHK Apartment ,675,Shil Phata,11500,,1.0,No Deposit,Unfurnished,apartment,1,11500.0,17.037037037037038
2307,2 BHK Apartment ,1250,Ghansoli,55000,,2.0,No Deposit,Unfurnished,apartment,2,27500.0,44.0
2308,2 BHK Apartment ,1050,Nerul,56000,,2.0,No Deposit,Semi-Furnished,apartment,2,28000.0,53.333333333333336
2309,3 BHK Apartment ,1190,Mulund West,70000,,3.0,No Deposit,Furnished,apartment,3,23333.333333333332,58.8235294117647
2310,2 BHK Apartment ,1200,Mulund West,44000,,2.0,No Deposit,Unfurnished,apartment,2,22000.0,36.666666666666664
2311,2 BHK Apartment ,700,Thane West,34500,,2.0,No Deposit,Unfurnished,apartment,2,17250.0,49.285714285714285
2312,2 BHK Apartment ,770,Mulund West,50000,,2.0,No Deposit,Unfurnished,apartment,2,25000.0,64.93506493506493
2313,2 BHK Apartment ,960,Shil Phata,25000,,2.0,No Deposit,Furnished,apartment,2,12500.0,26.041666666666668
2314,2 BHK Apartment ,970,Shil Phata,21000,,2.0,No Deposit,Semi-Furnished,apartment,2,10500.0,21.649484536082475
2315,1 BHK Apartment ,695,Dombivali,16000,,1.0,No Deposit,Semi-Furnished,apartment,1,16000.0,23.02158273381295
2316,1 BHK Apartment ,700,Ulwe,16000,,1.0,No Deposit,Furnished,apartment,1,16000.0,22.857142857142858
2317,1 BHK Apartment ,700,Ulwe,14000,,2.0,No Deposit,Unfurnished,apartment,1,14000.0,20.0
2318,1 BHK Apartment ,700,Ulwe,11000,,1.0,No Deposit,Unfurnished,apartment,1,11000.0,15.714285714285714
2319,2 BHK Apartment ,820,Bandra West,100000,,2.0,No Deposit,Semi-Furnished,apartment,2,50000.0,121.95121951219512
2320,2 BHK Apartment ,850,Bandra West,50000,,2.0,No Deposit,Furnished,apartment,2,25000.0,58.8235294117647
2321,1 BHK Apartment ,950,Bandra West,65000,,1.0,No Deposit,Furnished,apartment,1,65000.0,68.42105263157895
2322,2 BHK Apartment ,1300,Bandra West,150000,,3.0,No Deposit,Furnished,apartment,2,75000.0,115.38461538461539
2323,2 BHK Apartment ,1000,Bandra West,145000,,3.0,No Deposit,Semi-Furnished,apartment,2,72500.0,145.0
2324,2 BHK Apartment ,1000,Khar,75000,,2.0,No Deposit,Unfurnished,apartment,2,37500.0,75.0
2325,2 BHK Apartment ,1400,Bandra West,100000,,2.0,No Deposit,Furnished,apartment,2,50000.0,71.42857142857143
2326,2 BHK Apartment ,850,Bandra West,95000,,2.0,No Deposit,Furnished,apartment,2,47500.0,111.76470588235294
2327,1 BHK Apartment ,550,Girgaon,55000,,1.0,No Deposit,Semi-Furnished,apartment,1,55000.0,100.0
2328,3 BHK Apartment ,1300,Bandra West,140000,,3.0,No Deposit,Semi-Furnished,apartment,3,46666.666666666664,107.6923076923077
2329,1 BHK Apartment ,850,Juhu,64000,,1.0,No Deposit,Furnished,apartment,1,64000.0,75.29411764705883
2330,1 BHK Apartment ,500,Bandra West,55000,,1.0,No Deposit,Furnished,apartment,1,55000.0,110.0
2331,3 BHK Apartment ,1400,Khar,190000,,3.0,No Deposit,Furnished,apartment,3,63333.333333333336,135.71428571428572
2332,2 BHK Apartment ,950,Bandra West,170000,,2.0,No Deposit,Furnished,apartment,2,85000.0,178.94736842105263
2333,2 BHK Apartment ,950,Khar West,130000,,2.0,No Deposit,Semi-Furnished,apartment,2,65000.0,136.8421052631579
2334,2 BHK Apartment ,1250,Kamothe,20000,,2.0,No Deposit,Unfurnished,apartment,2,10000.0,16.0
2335,2 BHK Apartment ,1050,Kamothe,21000,,2.0,No Deposit,Unfurnished,apartment,2,10500.0,20.0
2336,2 BHK Apartment ,990,Kamothe,21000,,2.0,No Deposit,Furnished,apartment,2,10500.0,21.21212121212121
2337,1 BHK Apartment ,635,Kamothe,12500,,1.0,No Deposit,Unfurnished,apartment,1,12500.0,19.68503937007874
2338,3 BHK Apartment ,1700,Chembur,88000,,3.0,No Deposit,Semi-Furnished,apartment,3,29333.333333333332,51.76470588235294
2339,1 BHK Apartment ,550,Mira Road East,13500,,2.0,No Deposit,Semi-Furnished,apartment,1,13500.0,24.545454545454547
2340,1 BHK Apartment ,730,Mira Road East,17500,,2.0,No Deposit,Semi-Furnished,apartment,1,17500.0,23.972602739726028
2341,2 BHK Apartment ,650,Dahisar,40000,,2.0,No Deposit,Unfurnished,apartment,2,20000.0,61.53846153846154
2342,1 BHK Apartment ,650,Thakurli,13000,,1.0,No Deposit,Semi-Furnished,apartment,1,13000.0,20.0
2343,3 BHK Apartment ,1500,Santacruz West,130000,,3.0,No Deposit,Semi-Furnished,apartment,3,43333.333333333336,86.66666666666667
2344,2 BHK Apartment ,1250,Sector 21 Kamothe,23000,,2.0,No Deposit,Unfurnished,apartment,2,11500.0,18.4
2345,2 BHK Apartment ,1250,Kamothe,20000,,2.0,No Deposit,Unfurnished,apartment,2,10000.0,16.0
2346,1 BHK Apartment ,610,Kharghar,9700,,2.0,No Deposit,Unfurnished,apartment,1,9700.0,15.901639344262295
2347,1 BHK Apartment ,610,Kharghar,9600,,2.0,No Deposit,Unfurnished,apartment,1,9600.0,15.737704918032787
2348,1 BHK Apartment ,610,Kharghar,9400,,2.0,No Deposit,Semi-Furnished,apartment,1,9400.0,15.40983606557377
2349,1 BHK Apartment ,610,Kharghar,9800,,2.0,No Deposit,Unfurnished,apartment,1,9800.0,16.065573770491802
2350,2 BHK Apartment ,930,Andheri West,78000,,2.0,No Deposit,Semi-Furnished,apartment,2,39000.0,83.87096774193549
2351,2 BHK Apartment ,1050,Koper Khairane,37000,,2.0,No Deposit,Semi-Furnished,apartment,2,18500.0,35.23809523809524
2352,2 BHK Apartment ,900,Andheri West,75000,,2.0,No Deposit,Furnished,apartment,2,37500.0,83.33333333333333
2353,2 BHK Apartment ,1250,Andheri East,57000,,2.0,No Deposit,Furnished,apartment,2,28500.0,45.6
2354,2 BHK Apartment ,1100,Kandivali East,58000,,2.0,No Deposit,Semi-Furnished,apartment,2,29000.0,52.72727272727273
2355,1 BHK Apartment ,650,Ghansoli,49999,,1.0,No Deposit,Furnished,apartment,1,49999.0,76.92153846153846
2356,2 BHK Apartment ,1350,Koper Khairane,55000,,2.0,No Deposit,Semi-Furnished,apartment,2,27500.0,40.74074074074074
2357,2 BHK Apartment ,1250,Ghansoli,39999,,2.0,No Deposit,Unfurnished,apartment,2,19999.5,31.9992
2358,3 BHK Apartment ,1740,Ghansoli,70000,,2.0,No Deposit,Furnished,apartment,3,23333.333333333332,40.229885057471265
2359,2 BHK Apartment ,968,Goregaon West,76001,,2.0,No Deposit,Semi-Furnished,apartment,2,38000.5,78.51342975206612
2360,2 BHK Apartment ,1050,Koper Khairane,40000,,1.0,No Deposit,Unfurnished,apartment,2,20000.0,38.095238095238095
2361,2 BHK Apartment ,850,Goregaon West,65000,,2.0,No Deposit,Semi-Furnished,apartment,2,32500.0,76.47058823529412
2362,2 BHK Apartment ,1200,Kalyan West,20000,,2.0,No Deposit,Semi-Furnished,apartment,2,10000.0,16.666666666666668
2363,1 BHK Apartment ,560,Ghatkopar West,35000,,1.0,No Deposit,Semi-Furnished,apartment,1,35000.0,62.5
2364,2 BHK Apartment ,1100,Kharghar,40000,,2.0,No Deposit,Furnished,apartment,2,20000.0,36.36363636363637
2365,2 BHK Apartment ,1000,Kharghar,30000,,2.0,No Deposit,Semi-Furnished,apartment,2,15000.0,30.0
2366,2 BHK Apartment ,1100,Kharghar,22000,,2.0,No Deposit,Unfurnished,apartment,2,11000.0,20.0
2367,3 BHK Apartment ,1050,Andheri East,80000,,3.0,No Deposit,Furnished,apartment,3,26666.666666666668,76.19047619047619
2368,2 BHK Apartment ,900,Thane West,40000,,2.0,No Deposit,Furnished,apartment,2,20000.0,44.44444444444444
2369,2 BHK Apartment ,1100,Jogeshwari West,55000,,2.0,No Deposit,Unfurnished,apartment,2,27500.0,50.0
2370,2 BHK Apartment ,1050,Andheri West,68000,,2.0,No Deposit,Furnished,apartment,2,34000.0,64.76190476190476
2371,1 BHK Apartment ,500,Khar West,60000,,1.0,No Deposit,Furnished,apartment,1,60000.0,120.0
2372,2 BHK Apartment ,1000,Bandra West,125000,,2.0,No Deposit,Semi-Furnished,apartment,2,62500.0,125.0
2373,4 BHK Apartment ,1800,Bandra West,500000,,4.0,No Deposit,Semi-Furnished,apartment,4,125000.0,277.77777777777777
2374,1 BHK Apartment ,600,Santacruz West,55000,,1.0,No Deposit,Semi-Furnished,apartment,1,55000.0,91.66666666666667
2375,3 BHK Apartment ,2000,Bandra West,400000,,3.0,No Deposit,Semi-Furnished,apartment,3,133333.33333333334,200.0
2376,1 BHK Apartment ,800,Bandra West,165000,,2.0,No Deposit,Furnished,apartment,1,165000.0,206.25
