,house_type,house_size,location,price,numBalconies,numBathrooms,SecurityDeposit,Status,category,numBedrooms,ratio_per_room,PricePerSqft
2377,2 BHK Apartment ,950,Bandra West,110000,,2.0,No Deposit,Semi-Furnished,apartment,2,55000.0,115.78947368421052
2378,2 BHK Apartment ,1000,Bandra West,175000,,2.0,No Deposit,Furnished,apartment,2,87500.0,175.0
2379,4 BHK Apartment ,1700,Santacruz West,300000,,4.0,No Deposit,Semi-Furnished,apartment,4,75000.0,176.47058823529412
2380,2 BHK Apartment ,900,Bandra West,125000,,2.0,No Deposit,Furnished,apartment,2,62500.0,138.88888888888889
2381,3 BHK Apartment ,1700,Juhu,250000,,3.0,No Deposit,Semi-Furnished,apartment,3,83333.33333333333,147.05882352941177
2382,2 BHK Apartment ,1000,Bandra West,135000,,2.0,No Deposit,Furnished,apartment,2,67500.0,135.0
2383,3 BHK Apartment ,1250,Santacruz West,225000,,3.0,No Deposit,Semi-Furnished,apartment,3,75000.0,180.0
2384,4 BHK Apartment ,3900,Bandra West,850000,,4.0,No Deposit,Semi-Furnished,apartment,4,212500.0,217.94871794871796
2385,3 BHK Apartment ,1450,Powai,120000,,3.0,No Deposit,Semi-Furnished,apartment,3,40000.0,82.75862068965517
2386,1 BHK Apartment ,720,Andheri East,45000,,2.0,No Deposit,Unfurnished,apartment,1,45000.0,62.5
2387,1 BHK Apartment ,650,Andheri East,45000,,1.0,No Deposit,Semi-Furnished,apartment,1,45000.0,69.23076923076923
2388,1 BHK Apartment ,580,Malad West,22000,,1.0,No Deposit,Unfurnished,apartment,1,22000.0,37.93103448275862
2389,2 BHK Apartment ,840,Malad West,32000,,1.0,No Deposit,Semi-Furnished,apartment,2,16000.0,38.095238095238095
2390,1 BHK Apartment ,600,Goregaon West,29500,,2.0,No Deposit,Unfurnished,apartment,1,29500.0,49.166666666666664
2391,1 BHK Apartment ,450,Goregaon West,30000,,2.0,No Deposit,Unfurnished,apartment,1,30000.0,66.66666666666667
2392,1 BHK Apartment ,450,Goregaon West,28000,,2.0,No Deposit,Unfurnished,apartment,1,28000.0,62.22222222222222
2393,2 BHK Apartment ,1275,Kharghar,39999,,2.0,No Deposit,Semi-Furnished,apartment,2,19999.5,31.371764705882352
2394,2 BHK Apartment ,1300,Koper Khairane,65000,,2.0,No Deposit,Semi-Furnished,apartment,2,32500.0,50.0
2395,1 BHK Apartment ,650,Kalamboli,18000,,1.0,No Deposit,Furnished,apartment,1,18000.0,27.692307692307693
2396,1 BHK Apartment ,680,Kalamboli,13000,,1.0,No Deposit,Unfurnished,apartment,1,13000.0,19.11764705882353
2397,1 BHK Apartment ,700,Kalamboli,15000,,1.0,No Deposit,Unfurnished,apartment,1,15000.0,21.428571428571427
2398,2 BHK Apartment ,950,Kalamboli,17000,,2.0,No Deposit,Semi-Furnished,apartment,2,8500.0,17.894736842105264
2399,1 BHK Apartment ,620,Kalamboli,11000,,1.0,No Deposit,Unfurnished,apartment,1,11000.0,17.741935483870968
2400,4 BHK Apartment ,2650,Kalamboli,45000,,4.0,No Deposit,Furnished,apartment,4,11250.0,16.9811320754717
2401,2 BHK Apartment ,900,Andheri West,65000,,2.0,No Deposit,Furnished,apartment,2,32500.0,72.22222222222223
2402,2 BHK Apartment ,900,Andheri West,65000,,2.0,No Deposit,Furnished,apartment,2,32500.0,72.22222222222223
2403,1 BHK Apartment ,500,Andheri West,45000,,1.0,No Deposit,Semi-Furnished,apartment,1,45000.0,90.0
2404,2 BHK Apartment ,1000,Powai,68000,,2.0,No Deposit,Furnished,apartment,2,34000.0,68.0
2405,1 BHK Apartment ,590,Thane West,24000,,1.0,No Deposit,Semi-Furnished,apartment,1,24000.0,40.67796610169491
2406,1 BHK Apartment ,570,Thane West,23000,,1.0,No Deposit,Semi-Furnished,apartment,1,23000.0,40.35087719298246
2407,2 BHK Apartment ,830,Thane West,40000,,2.0,No Deposit,Semi-Furnished,apartment,2,20000.0,48.19277108433735
2408,2 BHK Apartment ,750,Mulund West,55000,,2.0,No Deposit,Furnished,apartment,2,27500.0,73.33333333333333
2409,2 BHK Apartment ,1000,Kharghar,28000,,2.0,No Deposit,Semi-Furnished,apartment,2,14000.0,28.0
2410,1 BHK Apartment ,410,Kandivali West,18000,,2.0,No Deposit,Unfurnished,apartment,1,18000.0,43.90243902439025
2411,1 BHK Apartment ,640,Koper Khairane,27000,,1.0,No Deposit,Furnished,apartment,1,27000.0,42.1875
2412,2 BHK Apartment ,1080,Kalyan West,22000,,2.0,No Deposit,Semi-Furnished,apartment,2,11000.0,20.37037037037037
2413,2 BHK Apartment ,900,Thane West,30000,,2.0,No Deposit,Semi-Furnished,apartment,2,15000.0,33.333333333333336
2414,2 BHK Apartment ,1060,Kalyan West,26000,,2.0,No Deposit,Furnished,apartment,2,13000.0,24.528301886792452
2415,2 BHK Apartment ,930,Thane West,33000,,2.0,No Deposit,Semi-Furnished,apartment,2,16500.0,35.483870967741936
2416,3 BHK Apartment ,1390,Thane West,55000,,2.0,No Deposit,Furnished,apartment,3,18333.333333333332,39.568345323741006
2417,2 BHK Apartment ,890,Thane West,38000,,2.0,No Deposit,Semi-Furnished,apartment,2,19000.0,42.69662921348315
2418,2 BHK Apartment ,930,Thane West,47000,,2.0,No Deposit,Semi-Furnished,apartment,2,23500.0,50.53763440860215
2419,1 BHK Apartment ,620,Naigaon East,9500,,2.0,No Deposit,Unfurnished,apartment,1,9500.0,15.32258064516129
2420,2 BHK Apartment ,1100,Goregaon East,93000,,2.0,No Deposit,Furnished,apartment,2,46500.0,84.54545454545455
2421,2 BHK Apartment ,1400,Kanjurmarg,75000,,2.0,No Deposit,Furnished,apartment,2,37500.0,53.57142857142857
2422,1 BHK Apartment ,620,Thane West,22000,,2.0,No Deposit,Semi-Furnished,apartment,1,22000.0,35.483870967741936
2423,1 BHK Apartment ,710,Bhayandar East,27000,,2.0,No Deposit,Semi-Furnished,apartment,1,27000.0,38.028169014084504
2424,1 BHK Apartment ,710,Mira Road East,18000,,2.0,No Deposit,Semi-Furnished,apartment,1,18000.0,25.35211267605634
2425,1 BHK Apartment ,650,Mira Road East,22000,,2.0,No Deposit,Semi-Furnished,apartment,1,22000.0,33.84615384615385
2426,1 BHK Apartment ,690,Mira Road East,16500,,2.0,No Deposit,Semi-Furnished,apartment,1,16500.0,23.91304347826087
2427,1 BHK Apartment ,760,Mira Road East,18000,,2.0,No Deposit,Semi-Furnished,apartment,1,18000.0,23.68421052631579
2428,2 BHK Apartment ,1020,Mira Road East,24000,,2.0,No Deposit,Semi-Furnished,apartment,2,12000.0,23.529411764705884
2429,2 BHK Apartment ,710,Mira Road East,26000,,2.0,No Deposit,Semi-Furnished,apartment,2,13000.0,36.61971830985915
2430,2 BHK Apartment ,1010,Mira Road East,25000,,2.0,No Deposit,Semi-Furnished,apartment,2,12500.0,24.752475247524753
2431,2 BHK Apartment ,980,Bhayandar East,25000,,2.0,No Deposit,Semi-Furnished,apartment,2,12500.0,25.510204081632654
2432,1 BHK Apartment ,670,Mira Road East,17500,,2.0,No Deposit,Semi-Furnished,apartment,1,17500.0,26.119402985074625
2433,2 BHK Apartment ,1150,Mira Road East,25500,,2.0,No Deposit,Semi-Furnished,apartment,2,12750.0,22.17391304347826
2434,1 BHK Apartment ,670,Dahisar,17000,,2.0,No Deposit,Semi-Furnished,apartment,1,17000.0,25.37313432835821
2435,3 BHK Apartment ,1350,Mira Road East,35000,,3.0,No Deposit,Semi-Furnished,apartment,3,11666.666666666666,25.925925925925927
2436,3 BHK Apartment ,1350,Mira Road East,38000,,3.0,No Deposit,Semi-Furnished,apartment,3,12666.666666666666,28.14814814814815
2437,2 BHK Apartment ,960,Mira Road East,22000,,2.0,No Deposit,Semi-Furnished,apartment,2,11000.0,22.916666666666668
2438,1 BHK Apartment ,720,Mira Road East,20000,,2.0,No Deposit,Semi-Furnished,apartment,1,20000.0,27.77777777777778
2439,2 BHK Apartment ,950,Dahisar,22000,,2.0,No Deposit,Semi-Furnished,apartment,2,11000.0,23.157894736842106
2440,3 BHK Apartment ,1150,Bhayandar East,46000,,3.0,No Deposit,Semi-Furnished,apartment,3,15333.333333333334,40.0
2441,2 BHK Apartment ,1060,Bhayandar East,38000,,2.0,No Deposit,Semi-Furnished,apartment,2,19000.0,35.84905660377358
2442,1 BHK Apartment ,710,Mira Road East,20000,,2.0,No Deposit,Semi-Furnished,apartment,1,20000.0,28.169014084507044
2443,2 BHK Apartment ,1020,Mira Road East,32000,,2.0,No Deposit,Semi-Furnished,apartment,2,16000.0,31.372549019607842
2444,1 BHK Apartment ,710,Mira Road East,21000,,2.0,No Deposit,Semi-Furnished,apartment,1,21000.0,29.577464788732396
2445,1 BHK Apartment ,650,Mira Road East,19500,,2.0,No Deposit,Semi-Furnished,apartment,1,19500.0,30.0
2446,1 BHK Apartment ,670,Mira Road East,23000,,2.0,No Deposit,Semi-Furnished,apartment,1,23000.0,34.32835820895522
2447,2 BHK Apartment ,950,Mira Road East,32000,,2.0,No Deposit,Semi-Furnished,apartment,2,16000.0,33.68421052631579
2448,2 BHK Apartment ,1010,Mira Road East,32000,,2.0,No Deposit,Semi-Furnished,apartment,2,16000.0,31.683168316831683
2449,2 BHK Apartment ,980,Mira Road East,21000,,2.0,No Deposit,Semi-Furnished,apartment,2,10500.0,21.428571428571427
2450,1 BHK Apartment ,690,Mira Road East,21000,,2.0,No Deposit,Semi-Furnished,apartment,1,21000.0,30.434782608695652
2451,1 BHK Apartment ,670,Mira Road East,22000,,2.0,No Deposit,Semi-Furnished,apartment,1,22000.0,32.83582089552239
2452,2 BHK Apartment ,990,Mira Road East,32000,,2.0,No Deposit,Semi-Furnished,apartment,2,16000.0,32.323232323232325
2453,3 BHK Apartment ,1250,Mira Road East,44000,,3.0,No Deposit,Semi-Furnished,apartment,3,14666.666666666666,35.2
2454,2 BHK Apartment ,880,Powai,65000,,2.0,No Deposit,Unfurnished,apartment,2,32500.0,73.86363636363636
2455,3 BHK Apartment ,800,Powai,75000,,3.0,No Deposit,Furnished,apartment,3,25000.0,93.75
2456,3 BHK Apartment ,1100,Powai,90000,,2.0,No Deposit,Semi-Furnished,apartment,3,30000.0,81.81818181818181
2457,2 BHK Apartment ,759,Powai,70000,,2.0,No Deposit,Furnished,apartment,2,35000.0,92.2266139657444
2458,1 BHK Apartment ,600,Powai,38000,,1.0,No Deposit,Semi-Furnished,apartment,1,38000.0,63.333333333333336
2459,2 BHK Apartment ,900,Thane West,32000,,2.0,No Deposit,Unfurnished,apartment,2,16000.0,35.55555555555556
2460,1 BHK Apartment ,580,Thane West,29000,,1.0,No Deposit,Furnished,apartment,1,29000.0,50.0
2461,3 BHK Apartment ,1150,Mulund West,95000,,3.0,No Deposit,Semi-Furnished,apartment,3,31666.666666666668,82.6086956521739
2462,3 BHK Apartment ,1300,Bhandup West,80000,,4.0,No Deposit,Unfurnished,apartment,3,26666.666666666668,61.53846153846154
2463,3 BHK Apartment ,1545,Kalyan West,35000,,3.0,No Deposit,Semi-Furnished,apartment,3,11666.666666666666,22.653721682847895
2464,2 BHK Apartment ,1500,Bandra West,150000,,2.0,No Deposit,Furnished,apartment,2,75000.0,100.0
2465,2 BHK Apartment ,1200,Bandra West,99000,,2.0,No Deposit,Furnished,apartment,2,49500.0,82.5
2466,3 BHK Apartment ,1500,Khar,150000,,3.0,No Deposit,Furnished,apartment,3,50000.0,100.0
2467,1 BHK Apartment ,750,Bandra West,70000,,1.0,No Deposit,Furnished,apartment,1,70000.0,93.33333333333333
2468,2 BHK Apartment ,1150,Seawoods,52000,,2.0,No Deposit,Furnished,apartment,2,26000.0,45.21739130434783
2469,1 BHK Apartment ,560,Khardi,7500,,1.0,No Deposit,Unfurnished,apartment,1,7500.0,13.392857142857142
2470,1 BHK Apartment ,571,Diva Gaon,13000,,1.0,No Deposit,Unfurnished,apartment,1,13000.0,22.76707530647986
2471,1 BHK Apartment ,690,Thane West,25000,,2.0,No Deposit,Semi-Furnished,apartment,1,25000.0,36.231884057971016
2472,1 BHK Apartment ,720,Thane West,24000,,2.0,No Deposit,Semi-Furnished,apartment,1,24000.0,33.333333333333336
2473,2 BHK Apartment ,1197,Thane West,45000,,2.0,No Deposit,Furnished,apartment,2,22500.0,37.59398496240601
2474,1 BHK Apartment ,720,Thane West,25000,,2.0,No Deposit,Semi-Furnished,apartment,1,25000.0,34.72222222222222
2475,2 BHK Apartment ,950,Thane West,35000,,2.0,No Deposit,Semi-Furnished,apartment,2,17500.0,36.8421052631579
2476,2 BHK Apartment ,830,Thane West,40000,,2.0,No Deposit,Furnished,apartment,2,20000.0,48.19277108433735
2477,2 BHK Apartment ,830,Thane West,42000,,2.0,No Deposit,Semi-Furnished,apartment,2,21000.0,50.602409638554214
2478,3 BHK Apartment ,1048,Ghatkopar East,75000,,3.0,No Deposit,Unfurnished,apartment,3,25000.0,71.56488549618321
2479,1 BHK Apartment ,580,Thane West,23000,,1.0,No Deposit,Furnished,apartment,1,23000.0,39.6551724137931
2480,1 BHK Apartment ,580,Powai,65000,,2.0,No Deposit,Furnished,apartment,1,65000.0,112.06896551724138
2481,2 BHK Apartment ,800,Andheri West,56000,,2.0,No Deposit,Unfurnished,apartment,2,28000.0,70.0
2482,2 BHK Apartment ,800,Andheri West,56000,,2.0,No Deposit,Unfurnished,apartment,2,28000.0,70.0
2483,2 BHK Apartment ,950,Kandivali West,55000,,3.0,No Deposit,Semi-Furnished,apartment,2,27500.0,57.89473684210526
2484,1 BHK Apartment ,650,Thane West,17500,,1.0,No Deposit,Semi-Furnished,apartment,1,17500.0,26.923076923076923
2485,2 BHK Apartment ,850,Thane West,28000,,2.0,No Deposit,Furnished,apartment,2,14000.0,32.94117647058823
2486,1 RK Studio Apartment ,350,Kalyan West,8000,,1.0,No Deposit,Unfurnished,studio,1,8000.0,22.857142857142858
2487,1 RK Studio Apartment ,250,Andheri East,14000,,1.0,No Deposit,Unfurnished,studio,1,14000.0,56.0
2488,3 BHK Apartment ,1650,Malad East,95000,,3.0,No Deposit,Furnished,apartment,3,31666.666666666668,57.57575757575758
2489,3 BHK Apartment ,1590,Malad East,81000,,3.0,No Deposit,Furnished,apartment,3,27000.0,50.943396226415096
2490,2 BHK Apartment ,1180,Goregaon East,72000,,2.0,No Deposit,Furnished,apartment,2,36000.0,61.016949152542374
2491,2 BHK Apartment ,1200,Malad East,65000,,2.0,No Deposit,Semi-Furnished,apartment,2,32500.0,54.166666666666664
2492,2 BHK Apartment ,800,Prabhadevi,80000,,2.0,No Deposit,Semi-Furnished,apartment,2,40000.0,100.0
2493,1 BHK Apartment ,450,Goregaon West,25500,,1.0,No Deposit,Unfurnished,apartment,1,25500.0,56.666666666666664
2494,1 BHK Apartment ,450,Goregaon West,24500,,1.0,No Deposit,Unfurnished,apartment,1,24500.0,54.44444444444444
2495,2 BHK Apartment ,700,Kalyan West,13000,,2.0,No Deposit,Semi-Furnished,apartment,2,6500.0,18.571428571428573
2496,1 BHK Apartment ,710,Bhayandar East,17000,,1.0,No Deposit,Semi-Furnished,apartment,1,17000.0,23.943661971830984
2497,1 BHK Apartment ,450,Goregaon West,24200,,1.0,No Deposit,Unfurnished,apartment,1,24200.0,53.77777777777778
2498,1 RK Studio Apartment ,340,Goregaon East,17000,,1.0,No Deposit,Furnished,studio,1,17000.0,50.0
2499,1 BHK Apartment ,550,Goregaon East,35000,,1.0,No Deposit,Furnished,apartment,1,35000.0,63.63636363636363
2500,1 BHK Apartment ,560,Andheri West,36000,,2.0,No Deposit,Semi-Furnished,apartment,1,36000.0,64.28571428571429
2501,3 BHK Apartment ,1367,Andheri West,148000,,3.0,No Deposit,Semi-Furnished,apartment,3,49333.333333333336,108.26627651792246
2502,4 BHK Apartment ,2200,Andheri West,165000,,4.0,No Deposit,Unfurnished,apartment,4,41250.0,75.0
2503,3 BHK Apartment ,1666,Andheri West,145000,,3.0,No Deposit,Unfurnished,apartment,3,48333.333333333336,87.03481392557023
2504,3 BHK Apartment ,1560,Andheri West,160000,,3.0,No Deposit,Furnished,apartment,3,53333.333333333336,102.56410256410257
2505,3 BHK Apartment ,1850,Juhu,230000,,3.0,No Deposit,Semi-Furnished,apartment,3,76666.66666666667,124.32432432432432
2506,3 BHK Apartment ,1350,Andheri West,148000,,3.0,No Deposit,Semi-Furnished,apartment,3,49333.333333333336,109.62962962962963
2507,1 BHK Apartment ,475,Thane West,21000,,1.0,No Deposit,Semi-Furnished,apartment,1,21000.0,44.21052631578947
2508,1 BHK Apartment ,475,Jogeshwari East,28000,,1.0,No Deposit,Furnished,apartment,1,28000.0,58.94736842105263
2509,2 BHK Apartment ,850,Dadar West,75000,,2.0,No Deposit,Furnished,apartment,2,37500.0,88.23529411764706
2510,1 RK Studio Apartment ,250,Andheri East,19000,,1.0,No Deposit,Furnished,studio,1,19000.0,76.0
2511,2 BHK Apartment ,800,Andheri East,40000,,2.0,No Deposit,Unfurnished,apartment,2,20000.0,50.0
2512,1 RK Studio Apartment ,270,Andheri East,15000,,1.0,No Deposit,Unfurnished,studio,1,15000.0,55.55555555555556
2513,1 BHK Apartment ,450,Andheri East,30000,,1.0,No Deposit,Unfurnished,apartment,1,30000.0,66.66666666666667
2514,2 BHK Apartment ,400,Andheri East,50000,,2.0,No Deposit,Furnished,apartment,2,25000.0,125.0
2515,2 BHK Apartment ,900,Andheri West,90000,,2.0,No Deposit,Furnished,apartment,2,45000.0,100.0
2516,1 BHK Apartment ,525,Diva,8500,,1.0,No Deposit,Semi-Furnished,apartment,1,8500.0,16.19047619047619
2517,3 BHK Apartment ,1282,Goregaon East,50000,,3.0,No Deposit,Furnished,apartment,3,16666.666666666668,39.0015600624025
2518,1 BHK Apartment ,650,Goregaon West,30000,,1.0,No Deposit,Unfurnished,apartment,1,30000.0,46.15384615384615
2519,1 BHK Apartment ,665,Andheri East,47000,,1.0,No Deposit,Semi-Furnished,apartment,1,47000.0,70.67669172932331
2520,1 BHK Apartment ,645,Andheri East,45000,,2.0,No Deposit,Semi-Furnished,apartment,1,45000.0,69.76744186046511
2521,1 BHK Apartment ,650,Andheri East,43000,,2.0,No Deposit,Semi-Furnished,apartment,1,43000.0,66.15384615384616
2522,3 BHK Apartment ,1645,Airoli,60000,,3.0,No Deposit,Unfurnished,apartment,3,20000.0,36.474164133738604
2523,2 BHK Apartment ,1200,Airoli,38000,,2.0,No Deposit,Unfurnished,apartment,2,19000.0,31.666666666666668
2524,2 BHK Apartment ,1100,Airoli,40000,,2.0,No Deposit,Furnished,apartment,2,20000.0,36.36363636363637
2525,1 BHK Apartment ,465,Dombivali East,12000,,2.0,No Deposit,Unfurnished,apartment,1,12000.0,25.806451612903224
2526,1 BHK Apartment ,437,Dombivali,10000,,1.0,No Deposit,Unfurnished,apartment,1,10000.0,22.88329519450801
2527,3 BHK Apartment ,1300,Vasai,18000,,3.0,No Deposit,Semi-Furnished,apartment,3,6000.0,13.846153846153847
2528,3 BHK Apartment ,1200,Thane West,52000,,3.0,No Deposit,Semi-Furnished,apartment,3,17333.333333333332,43.333333333333336
2529,2 BHK Apartment ,900,Thane West,32000,,2.0,No Deposit,Furnished,apartment,2,16000.0,35.55555555555556
2530,1 BHK Apartment ,550,Naigaon East,10000,,1.0,No Deposit,Furnished,apartment,1,10000.0,18.181818181818183
2531,1 BHK Apartment ,590,Naigaon East,6500,,1.0,No Deposit,Unfurnished,apartment,1,6500.0,11.016949152542374
2532,1 BHK Apartment ,590,Naigaon East,8000,,1.0,No Deposit,Unfurnished,apartment,1,8000.0,13.559322033898304
2533,1 BHK Apartment ,560,Thane West,24000,,1.0,No Deposit,Furnished,apartment,1,24000.0,42.857142857142854
2534,1 BHK Apartment ,580,Thane West,25000,,1.0,No Deposit,Semi-Furnished,apartment,1,25000.0,43.10344827586207
2535,1 BHK Apartment ,640,Koper Khairane,27000,,1.0,No Deposit,Furnished,apartment,1,27000.0,42.1875
2536,2 BHK Apartment ,834,Ghatkopar East,63000,,3.0,No Deposit,Furnished,apartment,2,31500.0,75.53956834532374
2537,1 BHK Apartment ,550,Bandra West,90000,,1.0,No Deposit,Furnished,apartment,1,90000.0,163.63636363636363
2538,1 BHK Apartment ,690,Thane West,25000,,2.0,No Deposit,Semi-Furnished,apartment,1,25000.0,36.231884057971016
2539,1 BHK Apartment ,720,Thane West,24000,,2.0,No Deposit,Semi-Furnished,apartment,1,24000.0,33.333333333333336
2540,2 BHK Apartment ,1197,Thane West,45000,,2.0,No Deposit,Furnished,apartment,2,22500.0,37.59398496240601
2541,1 BHK Apartment ,720,Thane West,25000,,2.0,No Deposit,Semi-Furnished,apartment,1,25000.0,34.72222222222222
2542,1 BHK Apartment ,580,Powai,65000,,2.0,No Deposit,Furnished,apartment,1,65000.0,112.06896551724138
2543,1 BHK Apartment ,508,Thane West,23000,,1.0,No Deposit,Furnished,apartment,1,23000.0,45.275590551181104
2544,1 BHK Apartment ,527,Thane West,21000,,1.0,No Deposit,Semi-Furnished,apartment,1,21000.0,39.84819734345351
2545,1 BHK Apartment ,560,Khardi,7500,,1.0,No Deposit,Unfurnished,apartment,1,7500.0,13.392857142857142
2546,1 BHK Apartment ,571,Diva Gaon,13000,,1.0,No Deposit,Unfurnished,apartment,1,13000.0,22.76707530647986
2547,1 BHK Apartment ,630,Thane West,23000,,1.0,No Deposit,Semi-Furnished,apartment,1,23000.0,36.507936507936506
2548,1 BHK Apartment ,450,Goregaon West,26000,,1.0,No Deposit,Unfurnished,apartment,1,26000.0,57.77777777777778
2549,1 BHK Apartment ,550,Thane West,7500,,1.0,No Deposit,Semi-Furnished,apartment,1,7500.0,13.636363636363637
2550,1 BHK Apartment ,580,Thane West,23000,,1.0,No Deposit,Furnished,apartment,1,23000.0,39.6551724137931
2551,2 BHK Apartment ,900,Thane West,38000,,2.0,No Deposit,Furnished,apartment,2,19000.0,42.22222222222222
2552,2 BHK Apartment ,900,Thane West,29000,,2.0,No Deposit,Furnished,apartment,2,14500.0,32.22222222222222
2553,1 BHK Apartment ,550,Diva Gaon,7700,,1.0,No Deposit,Semi-Furnished,apartment,1,7700.0,14.0
2554,2 BHK Apartment ,950,Andheri East,85000,,2.0,No Deposit,Furnished,apartment,2,42500.0,89.47368421052632
2555,3 BHK Apartment ,1800,Andheri West,100000,,3.0,No Deposit,Semi-Furnished,apartment,3,33333.333333333336,55.55555555555556
2556,2 BHK Apartment ,1150,Seawoods,52000,,2.0,No Deposit,Furnished,apartment,2,26000.0,45.21739130434783
2557,1 BHK Apartment ,700,Thane West,15002,,1.0,No Deposit,Semi-Furnished,apartment,1,15002.0,21.431428571428572
2558,2 BHK Apartment ,900,Thane West,23000,,2.0,No Deposit,Furnished,apartment,2,11500.0,25.555555555555557
2559,2 BHK Apartment ,950,Thane West,35000,,2.0,No Deposit,Semi-Furnished,apartment,2,17500.0,36.8421052631579
2560,2 BHK Apartment ,830,Thane West,40000,,2.0,No Deposit,Furnished,apartment,2,20000.0,48.19277108433735
2561,2 BHK Apartment ,830,Thane West,42000,,2.0,No Deposit,Semi-Furnished,apartment,2,21000.0,50.602409638554214
2562,2 BHK Apartment ,800,Andheri West,56000,,2.0,No Deposit,Unfurnished,apartment,2,28000.0,70.0
2563,2 BHK Apartment ,800,Andheri West,56000,,2.0,No Deposit,Unfurnished,apartment,2,28000.0,70.0
2564,1 BHK Apartment ,550,Thane West,15000,,1.0,No Deposit,Semi-Furnished,apartment,1,15000.0,27.272727272727273
